signal_id,symbol,es,at,residual,regime,final_state,mt5_ticket,timestamp_generated,timestamp_triggered,timestamp_submitted,timestamp_opened,timestamp_closed,pnl_points,pnl_money
SIG_20260616_151519_GBPJPY,GBPJPY,0.6904761904761905,0.8908730158730159,1.9765651958594978e-05,DYNAMIC,GENERATED,,2026-06-16T15:15:19.203131,,,,,0.0,0.0
SIG_20260616_151519_XAUUSD,XAUUSD,0.7976190476190477,0.17261904761904762,0.0005919161521817564,DYNAMIC,BLOCKED_POSITION_EXISTS,,2026-06-16T15:15:19.248366,2026-06-16T15:15:19.297240,,,,0.0,0.0
SIG_20260616_151519_EURUSD,EURUSD,0.5873015873015873,0.9325396825396826,2.3403351457612544e-05,DYNAMIC,GENERATED,,2026-06-16T15:15:19.356970,,,,,0.0,0.0
SIG_20260616_151619_EURJPY,EURJPY,0.3253968253968254,0.9146825396825397,1.0526980824954364e-05,DYNAMIC,GENERATED,,2026-06-16T15:16:19.955176,,,,,0.0,0.0
SIG_20260616_151619_USDJPY,USDJPY,0.8809523809523809,0.9503968253968254,1.4508592766882567e-05,DYNAMIC,BLOCKED_POSITION_EXISTS,,2026-06-16T15:16:19.981859,2026-06-16T15:16:20.006595,,,,0.0,0.0
SIG_20260616_151620_GBPJPY,GBPJPY,0.6924603174603174,0.8908730158730159,1.9787366040581613e-05,DYNAMIC,GENERATED,,2026-06-16T15:16:20.041596,,,,,0.0,0.0
SIG_20260616_151620_XAUUSD,XAUUSD,0.8015873015873016,0.17261904761904762,0.0005928723781554804,DYNAMIC,BLOCKED_POSITION_EXISTS,,2026-06-16T15:16:20.064471,2026-06-16T15:16:20.084358,,,,0.0,0.0
SIG_20260616_151620_EURUSD,EURUSD,0.5873015873015873,0.9325396825396826,2.3403351457612544e-05,DYNAMIC,GENERATED,,2026-06-16T15:16:20.123778,,,,,0.0,0.0
SIG_20260616_151720_EURJPY,EURJPY,0.32341269841269843,0.9146825396825397,1.0489153536792926e-05,DYNAMIC,GENERATED,,2026-06-16T15:17:20.631674,,,,,0.0,0.0
SIG_20260616_151720_USDJPY,USDJPY,0.8809523809523809,0.9503968253968254,1.4508592766882567e-05,DYNAMIC,BLOCKED_POSITION_EXISTS,,2026-06-16T15:17:20.666499,2026-06-16T15:17:20.704440,,,,0.0,0.0
SIG_20260616_151720_GBPJPY,GBPJPY,0.6865079365079365,0.8908730158730159,1.9717948587295913e-05,DYNAMIC,GENERATED,,2026-06-16T15:17:20.760299,,,,,0.0,0.0
SIG_20260616_151720_XAUUSD,XAUUSD,0.7976190476190477,0.17261904761904762,0.0005921972599942623,DYNAMIC,BLOCKED_POSITION_EXISTS,,2026-06-16T15:17:20.795608,2026-06-16T15:17:20.842685,,,,0.0,0.0
SIG_20260616_151720_EURUSD,EURUSD,0.5853174603174603,0.9325396825396826,2.333983322666666e-05,DYNAMIC,GENERATED,,2026-06-16T15:17:20.901324,,,,,0.0,0.0
SIG_20260616_151821_EURJPY,EURJPY,0.32341269841269843,0.9146825396825397,1.0489153536792926e-05,DYNAMIC,GENERATED,,2026-06-16T15:18:21.560798,,,,,0.0,0.0
SIG_20260616_151821_USDJPY,USDJPY,0.8809523809523809,0.9503968253968254,1.4510032030324405e-05,DYNAMIC,BLOCKED_POSITION_EXISTS,,2026-06-16T15:18:21.622149,2026-06-16T15:18:21.694839,,,,0.0,0.0
SIG_20260616_151821_GBPJPY,GBPJPY,0.6865079365079365,0.8908730158730159,1.969299672441557e-05,DYNAMIC,GENERATED,,2026-06-16T15:18:21.785880,,,,,0.0,0.0
SIG_20260616_151821_XAUUSD,XAUUSD,0.7976190476190477,0.17261904761904762,0.0005917872100262315,DYNAMIC,BLOCKED_POSITION_EXISTS,,2026-06-16T15:18:21.846942,2026-06-16T15:18:21.915423,,,,0.0,0.0
